,K,lam_LASSO,lam_pnorm,min_endmemb,p,run_FCLS,run_LASSO,run_pnorm,seed,sigma,thresh
0,1000,1e-08,0.01,0.01,0.9995,True,True,True,1,2.5e-05,0.01
