,Error_L1,Error_L2,K,RMS_noisy,RMS_true,SNR,accuracy,delta,delta_lam,infty_lambda,p,p_lambda,precision,recall,threshold
0,1.3230839554811173,0.15818073053220805,100,3.5135235305006266e-09,4.585690808412861e-09,1675945.661668745,0.40476190476190477,0.01,0,1e-07,0.8,1e-07,0.22580645161290322,0.875,0.01
1,1.4606546513373873,0.13620795379872885,100,1.2966219869968794e-09,1.278546519218091e-09,3544981.3867470883,0.38095238095238093,0.01,0,1e-07,0.8,1e-07,0.21212121212121213,1.0,0.01
2,1.0265438237193711,0.06906790792857141,100,2.8838381732384976e-10,2.9793234909959384e-10,14957359.79304917,0.5714285714285714,0.01,0,1e-07,0.8,1e-07,0.2727272727272727,0.75,0.01
3,1.2931146596949334,0.10664733184631058,100,1.7732180977949822e-09,2.2752494115844963e-09,4134840.245056378,0.5952380952380952,0.01,0,1e-07,0.8,1e-07,0.32,1.0,0.01
4,1.182615907906401,0.08125359818063917,100,1.9765232910194894e-09,3.0359536327282496e-09,4334220.424323022,0.6666666666666666,0.01,0,1e-07,0.8,1e-07,0.391304347826087,1.0,0.01
5,0.35447199468905993,0.02011856269410077,100,1.1944776158177507e-08,1.2163733641914296e-08,396184.6036788604,0.8333333333333334,0.01,0,1e-07,0.8,1e-07,0.6,0.375,0.01
6,1.216172917008336,0.10387177221528641,100,1.2324159152788505e-09,2.5821312237550593e-09,4695162.924723241,0.47619047619047616,0.01,0,1e-07,0.8,1e-07,0.26666666666666666,1.0,0.01
7,1.0440813401980182,0.10034412239016452,100,3.598975154675227e-09,4.54336156779011e-09,2768499.3745778715,0.6904761904761905,0.01,0,1e-07,0.8,1e-07,0.29411764705882354,0.8333333333333334,0.01
8,1.0968412306829374,0.08694609682568202,100,7.92380132699254e-10,1.0003547619109689e-09,22745394.69537342,0.6190476190476191,0.01,0,1e-07,0.8,1e-07,0.3181818181818182,0.875,0.01
9,0.6004195316269363,0.05227668122063798,100,2.4106154418412402e-08,2.567843957887934e-08,28256339.8949613,0.7857142857142857,0.01,0,1e-07,0.8,1e-07,0.42857142857142855,0.8571428571428571,0.01
10,1.3200075815257,0.19385496378111802,100,1.979343496561519e-09,2.0783299205180718e-09,17929440.675040733,0.47619047619047616,0.01,0,1e-07,0.8,1e-07,0.2,0.7142857142857143,0.01
11,0.798410896919422,0.05942525711226935,100,8.941374877680353e-09,8.858438189039119e-09,4216895.446092109,0.7619047619047619,0.01,0,1e-07,0.8,1e-07,0.35714285714285715,0.8333333333333334,0.01
12,1.4130623823139337,0.2258232376891206,100,1.8350721774948423e-09,2.595673266844234e-09,1273717.48685797,0.5952380952380952,0.01,0,1e-07,0.8,1e-07,0.2727272727272727,0.8571428571428571,0.01
13,0.23311931075429196,0.006666331909072668,100,1.2723889358294496e-08,1.0217024978722777e-08,270692.52422471595,0.8571428571428571,0.01,0,1e-07,0.8,1e-07,0.4,0.4,0.01
14,1.6316064137779878,0.19428014792511017,100,9.478984938594057e-09,1.0242825673840286e-08,10355505.583409281,0.40476190476190477,0.01,0,1e-07,0.8,1e-07,0.17857142857142858,0.7142857142857143,0.01
15,1.1092352089957054,0.12178392266930882,100,2.359111466795094e-09,3.0892838358135124e-09,4231413.565956218,0.6428571428571429,0.01,0,1e-07,0.8,1e-07,0.2777777777777778,0.7142857142857143,0.01
16,0.8695051092686581,0.06507151193804177,100,1.3257936817996755e-08,1.3557793238308926e-08,6371321.376867196,0.6666666666666666,0.01,0,1e-07,0.8,1e-07,0.35,0.875,0.01
17,1.1466173243387896,0.0813000274044577,100,2.9042068672706805e-09,1.189121895064884e-09,4960324.936988373,0.6428571428571429,0.01,0,1e-07,0.8,1e-07,0.3333333333333333,0.875,0.01
18,1.385506242140498,0.11518062092486352,100,7.474284720281313e-10,7.965655299794121e-10,7747127.584539152,0.5,0.01,0,1e-07,0.8,1e-07,0.20833333333333334,0.7142857142857143,0.01
19,1.3470017999345718,0.16335902540162592,100,7.792215536175568e-10,1.8097921316598605e-09,2166167.543450341,0.5238095238095238,0.01,0,1e-07,0.8,1e-07,0.2857142857142857,1.0,0.01
20,1.4081553548281176,0.11956033553276198,100,2.1443147139497623e-09,2.5439203652509396e-09,1812261.754713762,0.21428571428571427,0.01,0,1e-07,0.8,1e-07,0.1951219512195122,1.0,0.01
21,1.3530803593776282,0.14508181503694603,100,6.014840348378849e-09,7.54651875447594e-09,6946133.678889837,0.40476190476190477,0.01,0,1e-07,0.8,1e-07,0.14814814814814814,0.6666666666666666,0.01
22,1.1166885101461914,0.12458810987985781,100,7.519461572681172e-09,5.580548263300711e-09,4267252.546107557,0.6428571428571429,0.01,0,1e-07,0.8,1e-07,0.2857142857142857,1.0,0.01
23,1.29816608360322,0.1355575882531351,100,8.432579875166637e-09,1.0574073201006883e-08,3405590.1344149387,0.5,0.01,0,1e-07,0.8,1e-07,0.27586206896551724,1.0,0.01
24,1.5937778585838531,0.18170050356140613,100,1.465879484245124e-09,1.2462922540682553e-09,2955919.0463300035,0.4523809523809524,0.01,0,1e-07,0.8,1e-07,0.21428571428571427,0.8571428571428571,0.01
25,1.4071278562056622,0.1092771941045108,100,4.565818151853809e-09,2.6198344207527533e-09,1959517.1640958532,0.5238095238095238,0.01,0,1e-07,0.8,1e-07,0.24,0.8571428571428571,0.01
26,1.2209887029891329,0.12938236775331732,100,2.1485268939057357e-09,1.882723875141055e-09,8394760.242690811,0.5238095238095238,0.01,0,1e-07,0.8,1e-07,0.2857142857142857,1.0,0.01
27,1.3392676269197439,0.13497605194568404,100,2.00047346902847e-09,2.02395753937109e-09,4383951.18847258,0.5238095238095238,0.01,0,1e-07,0.8,1e-07,0.2692307692307692,0.875,0.01
28,1.0553580800473075,0.09436875124131988,100,9.554398781367613e-09,9.609818920828107e-09,14464987.124890428,0.6904761904761905,0.01,0,1e-07,0.8,1e-07,0.35,1.0,0.01
29,1.319843473503038,0.10774848201884744,100,7.425128253260189e-09,8.100519769676702e-09,13068275.268900244,0.5238095238095238,0.01,0,1e-07,0.8,1e-07,0.2692307692307692,0.875,0.01
30,1.0249203261663429,0.0908613353243733,100,2.4145776381436015e-09,2.9099663395639694e-09,3651545.234444146,0.7380952380952381,0.01,0,1e-07,0.8,1e-07,0.4117647058823529,0.875,0.01
31,1.2994183097128778,0.15961316802675804,100,6.172060996146528e-10,8.001709748171258e-10,2386335.9105007155,0.5238095238095238,0.01,0,1e-07,0.8,1e-07,0.24,0.8571428571428571,0.01
32,1.3822725501084558,0.1280607382256808,100,5.2142483963788665e-09,7.423557334780335e-09,6012337.3667876795,0.5714285714285714,0.01,0,1e-07,0.8,1e-07,0.28,1.0,0.01
33,1.5172414026827343,0.17832863100580887,100,7.761777845258037e-10,2.5719476564602298e-09,913883.6398564166,0.47619047619047616,0.01,0,1e-07,0.8,1e-07,0.2222222222222222,0.8571428571428571,0.01
34,1.4850279128855592,0.14157384690123642,100,1.0138687359039975e-08,1.017054937279269e-08,11974424.437713467,0.4523809523809524,0.01,0,1e-07,0.8,1e-07,0.2222222222222222,0.75,0.01
35,1.0472616542798963,0.08758649267304883,100,7.732391836824893e-09,7.427163943830337e-09,20390281.664021757,0.5952380952380952,0.01,0,1e-07,0.8,1e-07,0.30434782608695654,0.875,0.01
36,1.3126317429507832,0.12173963760543383,100,2.012350442038801e-09,3.675193266114434e-09,2789345.748794927,0.5238095238095238,0.01,0,1e-07,0.8,1e-07,0.2857142857142857,1.0,0.01
37,1.0998182968033334,0.08781577737033336,100,1.4031573986973803e-09,9.826547896864331e-10,6786792.451135505,0.5476190476190477,0.01,0,1e-07,0.8,1e-07,0.25,0.8571428571428571,0.01
38,1.349684865839441,0.12518591554617914,100,1.384558133939939e-09,1.4444802543206204e-09,4454001.727524103,0.5238095238095238,0.01,0,1e-07,0.8,1e-07,0.25925925925925924,1.0,0.01
39,1.2571652534235471,0.12622019178778393,100,3.707572192680933e-09,5.83565769854019e-09,3253117.4164126404,0.6190476190476191,0.01,0,1e-07,0.8,1e-07,0.2631578947368421,0.7142857142857143,0.01
40,1.0081611753163036,0.1320120959056614,100,9.58155623515884e-09,1.0355759972238118e-08,6926896.119462113,0.7142857142857143,0.01,0,1e-07,0.8,1e-07,0.2857142857142857,0.6666666666666666,0.01
41,1.168786720896785,0.11322473326592668,100,7.717934545140974e-09,1.0119478051551133e-08,2856399.109188888,0.6666666666666666,0.01,0,1e-07,0.8,1e-07,0.36363636363636365,1.0,0.01
42,1.569738267949826,0.16540013309008852,100,9.750262793480646e-09,9.137163127390461e-09,2981897.2045622715,0.5238095238095238,0.01,0,1e-07,0.8,1e-07,0.25925925925925924,1.0,0.01
43,1.2823183836166143,0.16753283980884928,100,2.5844205103993265e-11,5.749181729292427e-10,6139157.457776365,0.5952380952380952,0.01,0,1e-07,0.8,1e-07,0.23809523809523808,0.8333333333333334,0.01
44,1.0694521677122288,0.10305130774476527,100,2.286452109460733e-09,1.9909808164703484e-09,4052488.6261735884,0.7380952380952381,0.01,0,1e-07,0.8,1e-07,0.35294117647058826,1.0,0.01
45,1.2860128108388802,0.13250428021856595,100,3.337816580162853e-09,2.796318820360747e-09,6687131.605526486,0.5952380952380952,0.01,0,1e-07,0.8,1e-07,0.30434782608695654,0.875,0.01
46,1.0561054285479698,0.12649618910959579,100,1.755119009437608e-08,1.7387843350862252e-08,9194347.153793838,0.6428571428571429,0.01,0,1e-07,0.8,1e-07,0.2631578947368421,0.8333333333333334,0.01
47,1.2440077857454934,0.13334208639072997,100,7.579427126247106e-09,8.425990141955068e-09,5229718.497459517,0.6904761904761905,0.01,0,1e-07,0.8,1e-07,0.29411764705882354,0.8333333333333334,0.01
48,1.2466423367991775,0.12651123583920673,100,1.1190499029308081e-08,1.1093943500479408e-08,3125383.866559377,0.6666666666666666,0.01,0,1e-07,0.8,1e-07,0.29411764705882354,0.7142857142857143,0.01
49,1.3438633420736426,0.12234385137073764,100,3.377164449325624e-09,4.307004877395547e-09,1893287.3681654816,0.4523809523809524,0.01,0,1e-07,0.8,1e-07,0.25806451612903225,1.0,0.01
50,1.5140896045353809,0.13895703239993995,100,1.6524819014346474e-08,1.60772835245694e-08,6622664.911831811,0.47619047619047616,0.01,0,1e-07,0.8,1e-07,0.26666666666666666,1.0,0.01
51,1.117927601855486,0.12324876382568954,100,2.2705847767632276e-08,2.325586614021518e-08,4638386.57288468,0.7380952380952381,0.01,0,1e-07,0.8,1e-07,0.3888888888888889,1.0,0.01
52,1.3484439795561605,0.14406362511396786,100,1.970891523557701e-08,1.702575843241439e-08,3508019.54501548,0.5476190476190477,0.01,0,1e-07,0.8,1e-07,0.25,0.8571428571428571,0.01
53,1.246553420651287,0.11789826261901372,100,6.581998055583731e-09,7.371742923048859e-09,6197870.036255641,0.5952380952380952,0.01,0,1e-07,0.8,1e-07,0.2608695652173913,1.0,0.01
54,1.0992305871993162,0.09851006575963235,100,6.159314542000389e-09,8.992442859589659e-09,5287795.930163298,0.5952380952380952,0.01,0,1e-07,0.8,1e-07,0.21052631578947367,0.6666666666666666,0.01
55,1.2047013184681137,0.12171415027791146,100,2.005917728984184e-09,2.0174960883675283e-09,4947725.941538765,0.5952380952380952,0.01,0,1e-07,0.8,1e-07,0.2916666666666667,1.0,0.01
56,1.4283100242747202,0.09686068063414924,100,1.0547126221953528e-08,1.3327519109272173e-08,1461636.206583249,0.47619047619047616,0.01,0,1e-07,0.8,1e-07,0.26666666666666666,1.0,0.01
57,0.9962147789462005,0.09739931115065958,100,5.028960243959927e-09,5.0652811086379994e-09,4670553.131015269,0.5714285714285714,0.01,0,1e-07,0.8,1e-07,0.2608695652173913,0.8571428571428571,0.01
58,1.193046218051327,0.08959111510550702,100,1.2867193326147864e-09,1.8479956115451696e-09,3314135.581448597,0.5238095238095238,0.01,0,1e-07,0.8,1e-07,0.2857142857142857,1.0,0.01
59,1.4879145962649785,0.1106011196306584,100,1.7571157851238938e-09,2.9099929248795636e-09,2422074.5600787047,0.42857142857142855,0.01,0,1e-07,0.8,1e-07,0.25,1.0,0.01
60,1.1304145152754135,0.08550239409094089,100,3.0692639639846534e-08,3.4749671769626134e-08,5043900.223988798,0.5952380952380952,0.01,0,1e-07,0.8,1e-07,0.30434782608695654,0.875,0.01
