,Error_L1,Error_L2,K,RMS_noisy,RMS_true,SNR,accuracy,delta,delta_lam,infty_lambda,p,p_lambda,precision,recall,threshold
0,0.026571218056818034,0.00011913637706747172,100,4.791840872828105e-08,9.387518230454601e-09,116236.15995395905,0.9761904761904762,0.01,0,0,0.8,0,1.0,0.875,0.01
1,0.03688855824313984,0.00015807271698444224,100,3.285955693153925e-08,9.02944953213466e-09,134967.4106098657,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
2,0.021046782237586003,4.819959463489067e-05,100,5.558541612892379e-08,1.1738773378934629e-08,229223.26193678705,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
3,0.03243267230531586,0.00016772192731165906,100,5.650358380459869e-08,4.554895102105825e-09,83159.83038445599,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
4,0.01586643611505383,2.9328915973695314e-05,100,4.677453161294896e-08,1.536628655528222e-08,143053.61718329458,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
5,0.06508851579251572,0.0005102171482157477,100,5.053128999582841e-08,2.3779615403522795e-08,23001.33747986388,0.9285714285714286,0.01,0,0,0.8,0,0.8571428571428571,0.75,0.01
6,0.02720199121164881,7.151369581416154e-05,100,4.274180246356527e-08,1.588403326322986e-08,175786.56025841838,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
7,0.022042470220449605,7.02324364495703e-05,100,5.4190195845570495e-08,1.6050904102966892e-08,103107.03974426106,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
8,0.022578926613782118,6.5431613360485e-05,100,5.083599769692618e-08,1.0736825236033681e-08,55131.61589710032,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
9,0.03084191668190137,0.00012281003277186055,100,4.487868593876002e-08,1.4111349551101442e-08,233213.96732673078,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
10,0.04467334352023261,0.00044131490722439164,100,5.974807485590223e-08,1.0825443799109461e-08,182197.40879486542,0.9523809523809523,0.01,0,0,0.8,0,0.8571428571428571,0.8571428571428571,0.01
11,0.014934475813172072,2.6051618448890124e-05,100,4.000187149333641e-08,9.250955200435838e-09,188483.8120678802,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
12,0.03550575368300097,0.00016401177370196647,100,4.550001621559419e-08,1.109485702620987e-08,65574.57651855376,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
13,0.014756941931036494,3.07219551421517e-05,100,4.453634285694722e-08,1.2801197278709508e-08,30994.1639612622,0.9761904761904762,0.01,0,0,0.8,0,1.0,0.8,0.01
14,0.04926608589392188,0.00029265783896295525,100,5.030353071927314e-08,1.8973582244991053e-08,86891.52552328668,0.9761904761904762,0.01,0,0,0.8,0,0.875,1.0,0.01
15,0.021732842279800532,7.846791178863627e-05,100,4.4141247334829134e-08,7.565503408850019e-09,160141.09972854753,0.9761904761904762,0.01,0,0,0.8,0,1.0,0.8571428571428571,0.01
16,0.0182219134343649,4.138273463673789e-05,100,3.819838708604393e-08,2.0757714539630018e-08,86820.09932742485,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
17,0.027900576270320582,8.152960102553239e-05,100,4.73845762343686e-08,1.0883700151298303e-08,131039.65659595303,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
18,0.01800857672956354,3.1224694577859236e-05,100,4.6302152202699844e-08,4.360903119301794e-09,140067.98741227368,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
19,0.023809368630664962,6.368933069252136e-05,100,6.284537721948833e-08,1.5531545913750427e-08,73433.06164855817,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
20,0.01678030722838187,2.9964174388429315e-05,100,7.831174105536146e-08,1.019171415576216e-08,55726.621066295535,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
21,0.04308961630552328,0.00021306348641343014,100,4.333778004594871e-08,2.2089887848345314e-08,139708.08936723255,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
22,0.015773252884125462,2.8333339321957832e-05,100,6.685605625666477e-08,1.443485703313079e-08,47743.35080292456,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
23,0.050452524136157195,0.00036743195373461417,100,6.362770968136251e-08,2.1023928901937693e-08,75588.79578487779,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
24,0.0420703768039141,0.00025366676152679095,100,4.577715734458756e-08,1.7765431640222527e-08,69780.58756605837,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
25,0.06406891037670771,0.0010281979930931776,100,3.489231244640235e-08,1.2432086485429332e-08,124550.29266981944,0.9761904761904762,0.01,0,0,0.8,0,0.875,1.0,0.01
26,0.012761279916407558,2.4802471616569305e-05,100,4.783868972868452e-08,1.1142791048340257e-08,76380.22655353091,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
27,0.06260772542228582,0.0004585602615820652,100,4.4767358086976534e-08,1.7320851460076195e-08,156026.84875282043,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
28,0.011344497417328148,1.6208354281550397e-05,100,4.833201068218913e-08,2.8416284638521367e-09,134457.76757941864,1.0,0.01,0,0,0.8,0,1.0,1.0,0.01
