,Error_L1,Error_L2,K,RMS_noisy,RMS_true,SNR,accuracy,delta,delta_lam,infty_lambda,p,p_lambda,precision,recall,threshold
0,1.3287745840152365,0.15746496290393291,100,3.1731236492361165e-08,3.099511928596507e-08,1675945.661668745,0.42857142857142855,0.01,1e-06,1e-07,0.8,1e-07,0.23333333333333334,0.875,0.01
1,1.408134128029396,0.1319349364244479,100,1.702678660137504e-07,1.7807417989591842e-07,3544981.3867470883,0.5,0.01,1e-06,1e-07,0.8,1e-07,0.23076923076923078,0.8571428571428571,0.01
2,1.0808304401567073,0.07483859712447323,100,2.406899666485264e-07,2.3836072186349466e-07,14957359.79304917,0.6666666666666666,0.01,1e-06,1e-07,0.8,1e-07,0.3125,0.625,0.01
3,1.367586835453431,0.13970082090898228,100,4.1679151428507824e-08,4.6383925910522546e-08,4134840.245056378,0.7380952380952381,0.01,1e-06,1e-07,0.8,1e-07,0.38461538461538464,0.625,0.01
4,1.1757859733336784,0.08802164163139517,100,4.26995443960573e-08,3.883437433474788e-08,4334220.424323022,0.6428571428571429,0.01,1e-06,1e-07,0.8,1e-07,0.3333333333333333,0.6666666666666666,0.01
5,0.2059129276172028,0.0057146246920882346,100,1.749599074849973e-07,1.764108985186162e-07,396184.6036788604,0.8333333333333334,0.01,1e-06,1e-07,0.8,1e-07,0.6,0.375,0.01
6,1.1858729787227391,0.11727319729838276,100,2.1998322422468065e-08,2.0235162780435797e-08,4695162.924723241,0.7380952380952381,0.01,1e-06,1e-07,0.8,1e-07,0.4117647058823529,0.875,0.01
7,0.911214334105542,0.09265442990935636,100,6.436308965696395e-08,6.255380905424526e-08,2768499.3745778715,0.8333333333333334,0.01,1e-06,1e-07,0.8,1e-07,0.45454545454545453,0.8333333333333334,0.01
8,1.0417801099264854,0.08535574853223085,100,3.307086475791041e-08,3.377983625981308e-08,22745394.69537342,0.6904761904761905,0.01,1e-06,1e-07,0.8,1e-07,0.3684210526315789,0.875,0.01
9,0.5942692854506763,0.04540702993094422,100,1.0562202785830601e-07,1.0242119646263253e-07,28256339.8949613,0.8571428571428571,0.01,1e-06,1e-07,0.8,1e-07,0.5555555555555556,0.7142857142857143,0.01
10,1.3079673042795716,0.197255117707312,100,1.3744443232367046e-07,1.3871718671957873e-07,17929440.675040733,0.5476190476190477,0.01,1e-06,1e-07,0.8,1e-07,0.22727272727272727,0.7142857142857143,0.01
11,1.080819358138745,0.09132931070446407,100,2.7510848636625397e-07,2.6013847105245486e-07,4216895.446092109,0.6904761904761905,0.01,1e-06,1e-07,0.8,1e-07,0.29411764705882354,0.8333333333333334,0.01
12,1.4039018046833307,0.22271264374642027,100,4.089854946677467e-08,4.468749996056119e-08,1273717.48685797,0.6428571428571429,0.01,1e-06,1e-07,0.8,1e-07,0.3,0.8571428571428571,0.01
13,0.4356155549453404,0.0458946328925572,100,1.0099826847541938e-06,9.949353124710272e-07,270692.52422471595,0.8095238095238095,0.01,1e-06,1e-07,0.8,1e-07,0.2,0.2,0.01
14,1.6368401367546552,0.19785178871839976,100,4.74170307586208e-08,4.6699171262685284e-08,10355505.583409281,0.42857142857142855,0.01,1e-06,1e-07,0.8,1e-07,0.18518518518518517,0.7142857142857143,0.01
15,1.1213171844589847,0.11797334163915878,100,1.4799853974669081e-08,1.4627733171335531e-08,4231413.565956218,0.6904761904761905,0.01,1e-06,1e-07,0.8,1e-07,0.2857142857142857,0.5714285714285714,0.01
