,Error_L1,Error_L2,K,RMS_noisy,RMS_true,SNR,accuracy,delta,delta_lam,infty_lambda,p,p_lambda,precision,recall,threshold
0,1.4645160569204514,0.18826453936519072,100,1.2633286850473814e-07,1.202980621781485e-07,1675945.661668745,0.6190476190476191,0.01,1e-06,1e-06,0.8,1e-06,0.2777777777777778,0.625,0.01
1,1.3544345664688833,0.15260726464014132,100,7.696953519127055e-08,7.479662449466554e-08,3544981.3867470883,0.6190476190476191,0.01,1e-06,1e-06,0.8,1e-06,0.23529411764705882,0.5714285714285714,0.01
2,0.9488579651161884,0.07285162509083443,100,1.4878099717150309e-08,1.672590746607206e-08,14957359.79304917,0.7142857142857143,0.01,1e-06,1e-06,0.8,1e-06,0.35714285714285715,0.625,0.01
3,1.2906722594509215,0.12423761287278368,100,1.8286287988716505e-07,1.7476642925360472e-07,4134840.245056378,0.6666666666666666,0.01,1e-06,1e-06,0.8,1e-06,0.2857142857142857,0.5,0.01
4,1.0635904247845727,0.07615204821458926,100,3.078789511081877e-08,3.1469772884718095e-08,4334220.424323022,0.7380952380952381,0.01,1e-06,1e-06,0.8,1e-06,0.4444444444444444,0.8888888888888888,0.01
5,0.20410097155119603,0.005643423419481877,100,1.6076656518639009e-07,1.6674081624444428e-07,396184.6036788604,0.8571428571428571,0.01,1e-06,1e-06,0.8,1e-06,0.75,0.375,0.01
6,1.1170167443339194,0.10732287340561629,100,1.0636602660503188e-07,1.1312822898411909e-07,4695162.924723241,0.6428571428571429,0.01,1e-06,1e-06,0.8,1e-06,0.3333333333333333,0.875,0.01
7,0.838531806075612,0.07801270473370603,100,3.8763247875701264e-08,3.868753743532104e-08,2768499.3745778715,0.7619047619047619,0.01,1e-06,1e-06,0.8,1e-06,0.35714285714285715,0.8333333333333334,0.01
8,1.0900456702370491,0.08845237182898064,100,7.562165211670873e-09,7.549813402186893e-09,22745394.69537342,0.6666666666666666,0.01,1e-06,1e-06,0.8,1e-06,0.35,0.875,0.01
9,0.42662323367739036,0.02664585844174958,100,9.609189493995027e-08,9.523182163947232e-08,28256339.8949613,0.8809523809523809,0.01,1e-06,1e-06,0.8,1e-06,0.625,0.7142857142857143,0.01
10,1.1356779135085993,0.22282782487866043,100,3.2294580362148835e-08,3.264642563086455e-08,17929440.675040733,0.7619047619047619,0.01,1e-06,1e-06,0.8,1e-06,0.36363636363636365,0.5714285714285714,0.01
11,0.7837100313184524,0.06635594641592214,100,1.4486540223575073e-07,1.5357475190593379e-07,4216895.446092109,0.8095238095238095,0.01,1e-06,1e-06,0.8,1e-06,0.4166666666666667,0.8333333333333334,0.01
12,1.5562291423404262,0.3208254684703625,100,6.545126238716529e-08,6.150970502869651e-08,1273717.48685797,0.7142857142857143,0.01,1e-06,1e-06,0.8,1e-06,0.2727272727272727,0.42857142857142855,0.01
13,0.43037916264613674,0.04443829056186078,100,1.0112346586779727e-06,9.962632402982703e-07,270692.52422471595,0.8095238095238095,0.01,1e-06,1e-06,0.8,1e-06,0.2,0.2,0.01
14,1.6506390956545687,0.2006509629954049,100,7.094863208412682e-08,7.296732617842652e-08,10355505.583409281,0.42857142857142855,0.01,1e-06,1e-06,0.8,1e-06,0.16,0.5714285714285714,0.01
15,1.0492676434456258,0.13481859431043744,100,2.993535181236009e-08,2.983557804139425e-08,4231413.565956218,0.7619047619047619,0.01,1e-06,1e-06,0.8,1e-06,0.36363636363636365,0.5714285714285714,0.01
16,0.9266179398006726,0.07609994821760023,100,8.039440597745281e-09,1.0042502256400127e-08,6371321.376867196,0.7380952380952381,0.01,1e-06,1e-06,0.8,1e-06,0.4,0.75,0.01
17,1.3598881339615208,0.23060868275622365,100,6.587307539157136e-08,5.835034839552205e-08,4960324.936988373,0.7857142857142857,0.01,1e-06,1e-06,0.8,1e-06,0.45454545454545453,0.625,0.01
18,1.2515906412965647,0.11021010019985081,100,2.8367876846614758e-08,2.5545333731802994e-08,7747127.584539152,0.6666666666666666,0.01,1e-06,1e-06,0.8,1e-06,0.26666666666666666,0.5714285714285714,0.01
19,1.2570648642188973,0.14372156487392573,100,1.424454278873001e-08,1.4093678455420493e-08,2166167.543450341,0.6428571428571429,0.01,1e-06,1e-06,0.8,1e-06,0.3157894736842105,0.75,0.01
20,1.2740651320280363,0.13384273932425,100,1.757475984011368e-07,1.7264985541725717e-07,1812261.754713762,0.6904761904761905,0.01,1e-06,1e-06,0.8,1e-06,0.3333333333333333,0.625,0.01
21,1.3673415197477599,0.16058057198585668,100,4.183161554435192e-09,2.631899668412902e-09,6946133.678889837,0.6190476190476191,0.01,1e-06,1e-06,0.8,1e-06,0.2222222222222222,0.6666666666666666,0.01
22,1.0846539153352979,0.11927601853638996,100,9.668567567832845e-08,9.02235112094778e-08,4267252.546107557,0.7142857142857143,0.01,1e-06,1e-06,0.8,1e-06,0.3125,0.8333333333333334,0.01
23,1.2006781350276579,0.12808442119788263,100,1.1691144497272372e-08,1.1516149200427917e-08,3405590.1344149387,0.6666666666666666,0.01,1e-06,1e-06,0.8,1e-06,0.35,0.875,0.01
24,1.5952195693849822,0.2161302491440296,100,1.4446160935923697e-07,1.412309080130658e-07,2955919.0463300035,0.6428571428571429,0.01,1e-06,1e-06,0.8,1e-06,0.16666666666666666,0.2857142857142857,0.01
25,1.7057050133069456,0.19042387805092206,100,1.3445151868436925e-06,1.3092056017961519e-06,1959517.1640958532,0.5952380952380952,0.01,1e-06,1e-06,0.8,1e-06,0.2222222222222222,0.5714285714285714,0.01
26,1.2478387961112138,0.1297531039653314,100,1.5418415406044003e-08,1.5556733221896383e-08,8394760.242690811,0.5476190476190477,0.01,1e-06,1e-06,0.8,1e-06,0.28,0.875,0.01
27,1.0426416917194556,0.10960409659621081,100,1.3647275571271901e-08,1.4148885585605436e-08,4383951.18847258,0.8095238095238095,0.01,1e-06,1e-06,0.8,1e-06,0.5,0.75,0.01
28,0.8350068509221203,0.06995720646464253,100,1.583048826149737e-08,1.5252859755794045e-08,14464987.124890428,0.8095238095238095,0.01,1e-06,1e-06,0.8,1e-06,0.4666666666666667,1.0,0.01
29,1.2987223298980175,0.11286726804562319,100,1.2275174698843575e-08,1.0285415828581975e-08,13068275.268900244,0.6190476190476191,0.01,1e-06,1e-06,0.8,1e-06,0.3,0.75,0.01
30,1.0366737291732744,0.08793396703042393,100,1.9644082025504658e-07,2.064284425461972e-07,3651545.234444146,0.6904761904761905,0.01,1e-06,1e-06,0.8,1e-06,0.3684210526315789,0.875,0.01
31,1.020339632046997,0.15187595993707095,100,2.8081571190964294e-08,2.6743427363302368e-08,2386335.9105007155,0.7380952380952381,0.01,1e-06,1e-06,0.8,1e-06,0.375,0.8571428571428571,0.01
32,1.225462763881318,0.13461353355037223,100,4.362754925506245e-08,4.5231365729437944e-08,6012337.3667876795,0.7380952380952381,0.01,1e-06,1e-06,0.8,1e-06,0.3,0.42857142857142855,0.01
33,1.7227967025685615,0.3080930096013016,100,2.2978138065352724e-08,2.7323195122533075e-08,913883.6398564166,0.7380952380952381,0.01,1e-06,1e-06,0.8,1e-06,0.3,0.42857142857142855,0.01
34,1.6590310995352664,0.2231749409310602,100,1.229376250742886e-07,1.1953935935240216e-07,11974424.437713467,0.6666666666666666,0.01,1e-06,1e-06,0.8,1e-06,0.25,0.375,0.01
35,1.0284701437483479,0.08480289237070224,100,6.71310950869966e-08,6.618396246630302e-08,20390281.664021757,0.6904761904761905,0.01,1e-06,1e-06,0.8,1e-06,0.3684210526315789,0.875,0.01
36,1.1527151155226596,0.10873313425137739,100,2.8089472189179435e-08,2.937043667509833e-08,2789345.748794927,0.6666666666666666,0.01,1e-06,1e-06,0.8,1e-06,0.35,0.875,0.01
37,1.1121414743480145,0.09305407641493317,100,5.190893498047036e-08,5.354208421029247e-08,6786792.451135505,0.6190476190476191,0.01,1e-06,1e-06,0.8,1e-06,0.23529411764705882,0.5714285714285714,0.01
