,Error_L1,Error_L2,F1_score,K,RMS_noisy,RMS_true,SNR,accuracy,lambda,precision,recall,threshold
0,1.40890100384588,0.1633082484224897,0.3,100,1.5625704290066441e-10,7.358203848130464e-10,1675945.661668745,0.3333333333333333,1e-08,0.1875,0.75,0.01
1,1.4795899474294303,0.13801322306223227,0.35,100,3.8769714426044327e-10,2.53839469456184e-10,3544981.3867470883,0.38095238095238093,1e-08,0.21212121212121213,1.0,0.01
2,1.1019009243442492,0.08550575309207895,0.3478260869565218,100,1.584116361357647e-10,2.2273729337243076e-10,14957359.79304917,0.6428571428571429,1e-08,0.26666666666666666,0.5,0.01
3,1.4506318820908448,0.1191805611046486,0.5,100,3.131032768068345e-12,4.337325667915016e-10,4134840.245056378,0.6190476190476191,1e-08,0.3333333333333333,1.0,0.01
4,1.1682559204848697,0.09128615888167292,0.4166666666666667,100,1.694559551985644e-11,5.736911204952047e-10,4334220.424323022,0.6666666666666666,1e-08,0.3333333333333333,0.5555555555555556,0.01
5,0.4213551626443111,0.02533928670005792,0.42857142857142855,100,7.049124912890873e-09,6.056678243378367e-09,396184.6036788604,0.8095238095238095,1e-08,0.5,0.375,0.01
6,1.238917140558901,0.10795906874129865,0.47058823529411764,100,1.259253344513534e-10,6.891585534477511e-10,4695162.924723241,0.5714285714285714,1e-08,0.3076923076923077,1.0,0.01
7,1.103861117884039,0.11457307659341283,0.45454545454545453,100,2.760130049387229e-11,5.17001368783775e-10,2768499.3745778715,0.7142857142857143,1e-08,0.3125,0.8333333333333334,0.01
8,1.0858405757571434,0.08481636821392093,0.5384615384615385,100,7.276842045559761e-14,1.4110721186549184e-10,22745394.69537342,0.7142857142857143,1e-08,0.3888888888888889,0.875,0.01
9,0.8789590031020607,0.07913835728082931,0.5714285714285714,100,1.7148516573047026e-10,3.819887901292373e-10,28256339.8949613,0.7857142857142857,1e-08,0.42857142857142855,0.8571428571428571,0.01
10,1.3835249352117869,0.20335004241289512,0.375,100,8.734264083664903e-11,2.2228560580283002e-10,17929440.675040733,0.5238095238095238,1e-08,0.24,0.8571428571428571,0.01
11,1.0415202277609623,0.09101230422698034,0.3846153846153846,100,9.039128842280817e-11,5.090351826244564e-10,4216895.446092109,0.6190476190476191,1e-08,0.25,0.8333333333333334,0.01
12,1.6100854907591469,0.2426816336386916,0.3157894736842105,100,1.7606053467885828e-11,9.846281370881517e-10,1273717.48685797,0.38095238095238093,1e-08,0.1935483870967742,0.8571428571428571,0.01
13,0.23644128008838108,0.004950116523163155,0.20000000000000004,100,5.721907471990765e-12,3.275444500351457e-10,270692.52422471595,0.8095238095238095,1e-08,0.2,0.2,0.01
14,1.6212024123482216,0.19513117853373418,0.2857142857142857,100,7.462782938045822e-11,2.5719339014151543e-10,10355505.583409281,0.40476190476190477,1e-08,0.17857142857142858,0.7142857142857143,0.01
15,1.1163556257133693,0.12381036101189259,0.4545454545454545,100,1.4109010025295877e-10,6.902109804771956e-10,4231413.565956218,0.7142857142857143,1e-08,0.3333333333333333,0.7142857142857143,0.01
16,0.8895046154218746,0.06687029681947244,0.5185185185185185,100,7.210193960128871e-12,6.860103573222025e-10,6371321.376867196,0.6904761904761905,1e-08,0.3684210526315789,0.875,0.01
17,1.14752018980674,0.08480465606693723,0.46153846153846156,100,7.492623547667236e-11,5.609663975519295e-10,4960324.936988373,0.6666666666666666,1e-08,0.3333333333333333,0.75,0.01
18,1.4919424325022357,0.1329977711096776,0.3448275862068965,100,9.36588328735676e-11,1.8829086742439087e-10,7747127.584539152,0.5476190476190477,1e-08,0.22727272727272727,0.7142857142857143,0.01
19,1.3630158066795766,0.1657095930710953,0.3888888888888889,100,1.9547201022224423e-11,7.142674305306574e-10,2166167.543450341,0.47619047619047616,1e-08,0.25,0.875,0.01
20,1.4196869740415174,0.1199592798738475,0.34782608695652173,100,4.6887908025015855e-11,1.1054523746179251e-09,1812261.754713762,0.2857142857142857,1e-08,0.21052631578947367,1.0,0.01
21,1.3555980886258174,0.1440627361173815,0.25,100,3.227223596108383e-11,4.912646735491992e-10,6946133.678889837,0.42857142857142855,1e-08,0.15384615384615385,0.6666666666666666,0.01
