,Error_L1,Error_L2,F1_score,K,RMS_noisy,RMS_true,SNR,accuracy,lambda,precision,recall,threshold
705,0.07018315922477329,0.0007332448287648082,0.9411764705882353,1000,5.404927814972437e-08,5.10899090620449e-08,12247624.517815564,0,0.0001,0.8888888888888888,1.0,0.01
706,0.05087771327392021,0.00016433498048376753,1.0,1000,7.753901156300707e-08,7.745149708949475e-08,10814166.800172957,1,0.0001,1.0,1.0,0.01
707,0.02719355013999702,7.402839020992687e-05,1.0,1000,2.159618539142151e-08,1.9827373477213716e-08,5077494.55503295,1,0.0001,1.0,1.0,0.01
708,0.021678824092028853,3.8341044524950246e-05,1.0,1000,5.294352595255545e-09,4.731146002652817e-09,19458237.51795918,1,0.0001,1.0,1.0,0.01
709,0.05718851106674792,0.00025727453728999656,1.0,1000,4.9493520969319854e-08,4.874766266556712e-08,21495648.99377239,1,0.0001,1.0,1.0,0.01
710,0.0663037288754042,0.00029751873401800386,1.0,1000,7.802364827277679e-08,7.481724524017053e-08,8429060.616800018,1,0.0001,1.0,1.0,0.01
711,0.05736566059510289,0.00020634500072504478,1.0,1000,2.6834984415876733e-08,2.564232248933663e-08,10631458.852662826,1,0.0001,1.0,1.0,0.01
712,0.07023047514264152,0.0004548079418162412,1.0,1000,7.673895197931333e-08,7.649315587323928e-08,13623145.85382674,1,0.0001,1.0,1.0,0.01
713,0.03611330170635542,9.38304719613253e-05,1.0,1000,1.0948322911935489e-08,1.107119562439571e-08,4420495.989232938,1,0.0001,1.0,1.0,0.01
714,0.01839840628854482,2.3717847904310515e-05,1.0,1000,5.953530704000729e-09,5.506735667532861e-09,16221822.375035116,1,0.0001,1.0,1.0,0.01
715,0.029486245462930504,4.9936323255376064e-05,1.0,1000,6.132294073525618e-09,5.690610177624247e-09,14417352.840854278,1,0.0001,1.0,1.0,0.01
716,0.03479229708071826,8.259334692703311e-05,1.0,1000,1.6786357558126837e-08,1.652607770366071e-08,2605855.3641921105,1,0.0001,1.0,1.0,0.01
717,0.025758171308553672,5.11534467823587e-05,1.0,1000,4.911468219785126e-09,4.487851170096986e-09,21433603.090261444,1,0.0001,1.0,1.0,0.01
718,0.06585923928700725,0.0005589248097131842,0.9333333333333333,1000,1.957076515821578e-08,1.948005664735919e-08,12849117.892058054,0,0.0001,0.875,1.0,0.01
719,0.034717361233812846,0.00010123190308912256,1.0,1000,6.316652168092106e-09,5.538687102621273e-09,11745360.650074167,1,0.0001,1.0,1.0,0.01
720,0.07659973415623585,0.0008918219359357493,1.0,1000,2.845616353332549e-08,2.941259514532626e-08,5640031.5707909325,1,0.0001,1.0,1.0,0.01
721,0.06727644125392045,0.000386119394519277,1.0,1000,1.894558605738574e-08,1.983002361453942e-08,13422788.397220537,1,0.0001,1.0,1.0,0.01
722,0.0347687432866887,0.0001118903149624834,1.0,1000,6.124996955077013e-09,5.5988227924804096e-09,12277656.002888462,1,0.0001,1.0,1.0,0.01
723,0.06594755117561937,0.00042705262114959983,1.0,1000,1.5169583694735635e-07,1.5212877128365176e-07,22362700.63662591,1,0.0001,1.0,1.0,0.01
724,0.0519118965012779,0.000274733559597189,1.0,1000,3.1317504754039506e-08,3.242559459686879e-08,7886279.489758435,1,0.0001,1.0,1.0,0.01
725,0.05409680698767475,0.00028486701133265845,1.0,1000,9.212590454654484e-08,9.216860149350545e-08,13428383.097417986,1,0.0001,1.0,1.0,0.01
726,0.05295922564762828,0.00019360334095495143,1.0,1000,6.030405584162493e-08,6.075012218498127e-08,11665445.862965077,1,0.0001,1.0,1.0,0.01
727,0.06030296915785901,0.0005757047822585789,1.0,1000,6.777481679620859e-08,6.746561566026248e-08,6735140.739817696,1,0.0001,1.0,1.0,0.01
