,Error_L1,Error_L2,K,RMS_noisy,RMS_true,SNR,accuracy,lambda,precision,recall,threshold
0,,,20,,,11623615.995390907,0.8095238095238095,0,,0.0,0.01
1,,,20,,,13496741.060978502,0.8333333333333334,0,,0.0,0.01
2,,,20,,,22922326.193686817,0.8095238095238095,0,,0.0,0.01
3,,,20,,,8315983.038444865,0.8095238095238095,0,,0.0,0.01
4,,,20,,,14305361.718330411,0.7857142857142857,0,,0.0,0.01
5,,,20,,,2300133.747987359,0.8095238095238095,0,,0.0,0.01
6,,,20,,,17578656.025843795,0.8095238095238095,0,,0.0,0.01
7,,,20,,,10310703.974421635,0.8571428571428571,0,,0.0,0.01
8,,,20,,,5513161.589707746,0.8095238095238095,0,,0.0,0.01
9,,,20,,,23321396.73266968,0.8333333333333334,0,,0.0,0.01
10,,,20,,,18219740.87948829,0.8333333333333334,0,,0.0,0.01
11,,,20,,,18848381.20678911,0.8571428571428571,0,,0.0,0.01
12,,,20,,,6557457.651854209,0.8333333333333334,0,,0.0,0.01
13,,,20,,,3099416.396125033,0.8809523809523809,0,,0.0,0.01
14,,,20,,,8689152.552331265,0.8333333333333334,0,,0.0,0.01
15,,,20,,,16014109.972860696,0.8333333333333334,0,,0.0,0.01
16,,,20,,,8682009.932742687,0.8095238095238095,0,,0.0,0.01
17,,,20,,,13103965.659591194,0.8095238095238095,0,,0.0,0.01
18,,,20,,,14006798.741220001,0.8333333333333334,0,,0.0,0.01
19,,,20,,,7343306.16485662,0.8095238095238095,0,,0.0,0.01
