232.7794037	0.9255236983	0.9400320649	0.9346761107	0.7224262357	0.8751826882	0.8920615315	0.8181422949	0.9978579283	0.7757654786	0.9240459204	0.941298604	0.7665640712	0.8608563542	0.8490386605	0.8651472926	0.9071503878	0.8930436969	0.8987475634	0.8089886308	0.9158625007	0.9276667833	0.9203617573	0.8311899304	0.9619382024	0.9570437074	0.9258885384	0.8934825659	0.8966394067	0.908509016	0.8622043133	0.9507082105	0.690793097	0.9197496176	0.9251161218	0.8994230628	0.9801097512	0.8768444061	0.898350358	0	0.9340228438	0.9553793073	0.9372013211
243.3603058	0.9240109324	0.9595488906	0.926281631	0.7363669276	0.9168323874	0.9064759016	0.8506658673	0.9962650537	0.801082015	0.9363755584	0.9344441295	0.901072979	0.8848466873	0.8161099553	0.9278008342	0.8858103156	0.8956842422	0.935834527	0.9186787605	0.922960937	0.9420970678	0.9338826537	0.900231719	0.9173347354	0.9333714843	0.8999308944	0.9247233868	0.8580282331	0.8981836438	0.8693988323	0.9690647125	0.6995687485	0.9494304061	0.9192854166	0.9098148346	0.9468532801	0.9112585187	0.9042025805	0	0.924428761	0.9703875184	0.938378334
253.9411011	0.9028524756	0.9472984076	0.9593468904	0.7037896514	0.9776284099	0.9239665866	0.898625195	1.000879884	0.8173957467	0.9273540974	0.9432940483	0.8689408302	0.9214040637	0.7685260177	0.9073982835	0.9022688866	0.9060238004	0.9664660096	0.9293183088	0.9147178531	0.9496241212	0.9621804953	0.8898618221	0.9327694178	0.9694755673	0.9051389098	0.9039543867	0.9024481177	0.9204930067	0.8956203461	0.9838324785	0.7863283753	0.970529139	0.9607936144	0.8732826114	0.9619954824	0.8885534406	0.8908150196	0	0.9392305613	0.9693062901	0.9455848336
264.5220032	0.9197637439	0.9401818514	0.9524661303	0.6582238674	0.9329189658	0.9100791812	0.9002152085	0.9933779836	0.7908956409	0.9073482156	0.9371438026	0.8001694679	0.9012061357	0.7550107837	0.8775190115	0.8821601272	0.8776710033	0.9732612371	0.9007444382	0.9110400081	0.9350178838	0.9269165993	0.8845961094	0.9645907283	0.9460211396	0.9238904715	0.9083990455	0.8815992475	0.9043902159	0.8510021567	0.9649742246	0.7542073131	0.9783599973	0.9444342852	0.8750392199	0.9463919997	0.9000464678	0.9089080691	0.9476055503	0.9318730235	0.9597600698	0.9319695234
275.1029053	0.9072083235	0.9463353753	0.9468314648	0.6305781603	0.9230220318	0.9165951014	0.8966613412	0.9963399768	0.7956115603	0.9153148532	0.9303088784	0.7414949536	0.8958735466	0.9230388403	0.9056757689	0.8280454278	0.8630825281	0.9622711539	0.9009159803	0.9034540653	0.9440123439	0.9280700088	0.8713291287	0.9495413899	0.9554283619	0.905148387	0.9102058411	0.8827567697	0.9080404043	0.8586830497	0.970702827	0.7609500289	0.9800014496	0.9301101565	0.8463589549	0.9575554132	0.8822617531	0.8865984678	0.9430940151	0.9123809338	0.9610219598	0.9345901608
285.6838074	0.9072256088	0.9449967146	0.9337264299	0.6682531834	0.9358423352	0.9013371468	0.8626930714	0.9987720847	0.7881130576	0.9160041809	0.9336210489	0.6603622437	0.8879099488	0.8698803186	0.89474684	0.8195131421	0.8352070451	0.9587897062	0.9109226465	0.8936641812	0.9318560362	0.9406564236	0.8629915714	0.9519838691	0.9381089807	0.9063224196	0.8909615278	0.8880966902	0.9146606326	0.8635021448	0.9689317942	0.743893683	0.9781417251	0.9268302917	0.8190072179	0.9429617524	0.8856220245	0.8865355253	0.9458891153	0.9271678925	0.9490378499	0.9112575054
296.2647095	0.8940135837	0.9218121767	0.9329536557	0.7110151052	0.9341330528	0.9019853473	0.8789047599	0.9916821718	0.7813284397	0.9245281816	0.9299067855	0.4842038453	0.9053035975	0.8382341266	0.9065904617	0.778658092	0.840944171	0.9473680258	0.9251531959	0.8859680295	0.9371569753	0.9329227805	0.8674075007	0.9426814318	0.9324852824	0.892603159	0.881682694	0.8941317201	0.9047284126	0.8599292636	0.9654297233	0.7508432865	0.9735276699	0.9288529158	0.8222788572	0.9342780113	0.9068595171	0.9124703407	0.93658638	0.9094562531	0.9532449245	0.9168155193
306.8454895	0.8874325156	0.9230484366	0.9289406538	0.7398100495	0.9278544784	0.9057077169	0.9025890231	0.9897089005	0.7731772065	0.9015497565	0.9220480323	0.2778836489	0.9176470041	0.8055018187	0.8833394051	0.7850071192	0.9019064307	0.9619271159	0.9388523698	0.890417695	0.9207478166	0.9461078644	0.8602272272	0.930785656	0.9258460402	0.8861038685	0.8904053569	0.8786891103	0.908208847	0.8701235652	0.9693857431	0.7420748472	0.9750806093	0.9269168377	0.8081560135	0.9195190072	0.8889741898	0.9048193097	0.9390622377	0.9109365344	0.958093524	0.926802218
317.4263916	0.8888286948	0.925832808	0.9251971245	0.7730446458	0.9411548376	0.9093209505	0.9069670439	0.9913209677	0.7710077167	0.8848821521	0.9211626649	0.2198017836	0.9119298458	0.7360329032	0.8693131208	0.8226615787	0.9314200878	0.9838994741	0.9157426953	0.8978865743	0.9151515961	0.9439035654	0.8575993776	0.9163643122	0.9308567047	0.8877231479	0.8854858279	0.8767017722	0.888107121	0.8545696735	0.9769281149	0.7380278111	0.9790554643	0.9250138402	0.8291764855	0.8988620639	0.8875311017	0.8981539011	0.9440410733	0.9031327963	0.9567119479	0.9302940965
328.0072937	0.9047293663	0.905941844	0.9443162084	0.8468330503	0.962608397	0.9293164611	0.9010101557	0.9902050495	0.7785970569	0.8780788183	0.9319953918	0.221493721	0.9104555845	0.7755756974	0.8596772552	0.8736243844	0.9114898443	0.9951585531	0.9188788533	0.9182985425	0.9329314828	0.9596696496	0.8578461409	0.949162662	0.9408180118	0.901217103	0.8848874569	0.8665497303	0.8761096597	0.8815331459	0.9881685972	0.7579220533	0.9798186421	0.9337032437	0.8485745192	0.9031993747	0.8786303997	0.8874981999	0.9471930265	0.9157235026	0.9672442675	0.9426542521
