,Error_L1,Error_L2,K,RMS_noisy,RMS_true,SNR,accuracy,lambda,precision,recall,threshold
0,0.008160356919263676,8.96085400539445e-06,20,1.1611673426835856e-09,6.166303992481078e-10,11623615.995390907,1.0,N/A,1.0,1.0,0.01
1,0.012209881879644523,1.8261853908557365e-05,20,1.0387769932753429e-09,9.4454346184044e-10,13496741.060978502,1.0,N/A,1.0,1.0,0.01
2,0.006408971968150948,6.336072027393241e-06,20,1.4284409926450357e-09,9.028656883593313e-10,22922326.193686817,1.0,N/A,1.0,1.0,0.01
3,0.006520025697383447,6.823754406692552e-06,20,2.013719191299201e-09,1.2568602483621363e-09,8315983.038444865,1.0,N/A,1.0,1.0,0.01
4,0.004943556719647143,2.028108514978217e-06,20,1.2469310619575108e-09,8.403835679820779e-10,14305361.718330411,1.0,N/A,1.0,1.0,0.01
5,0.013256170746376335,1.938752779065577e-05,20,7.41932965928641e-10,7.613380776567042e-10,2300133.747987359,0.9761904761904762,N/A,1.0,0.875,0.01
6,0.009587277737938786,1.107892510582627e-05,20,1.5201251557192658e-09,1.0078268493369898e-09,17578656.025843795,1.0,N/A,1.0,1.0,0.01
7,0.007621970985446737,8.521288337591273e-06,20,1.3348358633313594e-09,7.494948755911875e-10,10310703.974421635,1.0,N/A,1.0,1.0,0.01
8,0.006829677717818369,4.921193099319769e-06,20,2.2460896871261526e-09,1.5134923419724368e-09,5513161.589707746,1.0,N/A,1.0,1.0,0.01
9,0.004125049446726635,1.4460715578310281e-06,20,2.901144856525488e-09,2.9935953463127773e-09,23321396.73266968,1.0,N/A,1.0,1.0,0.01
10,0.014523831800942268,4.950302116848945e-05,20,3.0321239524169557e-09,2.3949654356646025e-09,18219740.87948829,1.0,N/A,1.0,1.0,0.01
11,0.005419780812503304,3.00211250861519e-06,20,1.0549073670429944e-09,8.790549611903929e-10,18848381.20678911,1.0,N/A,1.0,1.0,0.01
12,0.014012728741447655,4.094908529591886e-05,20,2.5621880423528997e-09,1.9876369178875597e-09,6557457.651854209,1.0,N/A,1.0,1.0,0.01
13,0.007112560168063737,5.71439429310738e-06,20,1.4502479707101493e-09,1.1120110987945374e-09,3099416.396125033,1.0,N/A,1.0,1.0,0.01
14,0.012096121794751918,1.748648627482425e-05,20,1.1470684804562793e-09,7.370183131461662e-10,8689152.552331265,1.0,N/A,1.0,1.0,0.01
15,0.007729517950678104,1.1723027702998088e-05,20,6.473318335197762e-09,5.623991808564233e-09,16014109.972860696,1.0,N/A,1.0,1.0,0.01
16,0.007471504850247449,7.846488001622018e-06,20,1.7008947175530226e-09,1.492421618037519e-09,8682009.932742687,1.0,N/A,1.0,1.0,0.01
17,0.017130436348527067,3.048497860645306e-05,20,3.889030645604873e-09,3.3421866569866584e-09,13103965.659591194,1.0,N/A,1.0,1.0,0.01
18,0.004393102154330558,1.808016009313345e-06,20,9.501076328043246e-10,4.204672380670321e-10,14006798.741220001,1.0,N/A,1.0,1.0,0.01
19,0.008646068421002092,8.415404537119679e-06,20,1.8534200084860083e-09,1.2664066160113816e-09,7343306.16485662,1.0,N/A,1.0,1.0,0.01
