,Error_L1,Error_L2,K,RMS_noisy,RMS_true,SNR,accuracy,lambda,precision,recall,threshold
0,0.6630704548159753,0.09037256827117907,20,7.222618146998014e-07,7.199651913544006e-07,11623615.995390907,0.8333333333333334,0.0007,0.5333333333333333,1.0,0.01
1,0.9591919978079205,0.08632683814618887,20,6.443481362649999e-07,6.46468463367452e-07,13496741.060978502,0.7142857142857143,0.0007,0.3684210526315789,1.0,0.01
2,0.33766165837387885,0.015151355929041894,20,3.734504354647421e-07,3.7168189128618986e-07,22922326.193686817,0.8333333333333334,0.0007,0.5333333333333333,1.0,0.01
3,0.45393995525371583,0.03801786823721462,20,2.7970819420715273e-07,2.7749975387350643e-07,8315983.038444865,0.9285714285714286,0.0007,0.7272727272727273,1.0,0.01
4,0.25748888203737985,0.008609969326430635,20,3.9602329090685115e-07,3.9377439176277403e-07,14305361.718330411,0.8809523809523809,0.0007,0.6428571428571429,1.0,0.01
5,0.269493194578312,0.0073700963554406305,20,6.245294711158278e-07,6.245034767284548e-07,2300133.747987359,0.8095238095238095,0.0007,0.5,0.375,0.01
6,0.5065526529548156,0.037289484213861114,20,3.491710406953207e-07,3.460682716410653e-07,17578656.025843795,0.8571428571428571,0.0007,0.5714285714285714,1.0,0.01
7,0.03810434939896079,0.00018643390598752752,20,2.7236890840487903e-08,2.6235392122130672e-08,10310703.974421635,1.0,0.0007,1.0,1.0,0.01
8,0.37910995599416947,0.01940824285229619,20,5.212456611294777e-07,5.139258160886304e-07,5513161.589707746,0.9047619047619048,0.0007,0.7,0.875,0.01
9,0.1548374327563794,0.0048674730572541465,20,1.4879334576671205e-07,1.5258903915501891e-07,23321396.73266968,0.9523809523809523,0.0007,0.7777777777777778,1.0,0.01
10,0.6745949549289846,0.0896894403030073,20,7.88040567538251e-07,7.885428857256627e-07,18219740.87948829,0.7857142857142857,0.0007,0.42857142857142855,0.8571428571428571,0.01
11,0.09952004312101513,0.002619574902419826,20,1.3900466088896082e-07,1.3942410060206335e-07,18848381.20678911,0.9523809523809523,0.0007,0.75,1.0,0.01
12,1.059551986373813,0.15802361892564842,20,1.554903007337817e-06,1.5548984462326202e-06,6557457.651854209,0.7619047619047619,0.0007,0.4117647058823529,1.0,0.01
13,0.12001271586762852,0.0017859244039644807,20,2.1531423007338781e-07,2.1014532668639275e-07,3099416.396125033,0.8809523809523809,0.0007,0.5,0.6,0.01
14,0.3906584759771015,0.01632118989717368,20,7.716543139193636e-07,7.693264987067831e-07,8689152.552331265,0.8095238095238095,0.0007,0.46153846153846156,0.8571428571428571,0.01
15,0.0707392199776494,0.0006922568930463398,20,2.8327880383764203e-07,2.8337981996929063e-07,16014109.972860696,0.9285714285714286,0.0007,0.8333333333333334,0.7142857142857143,0.01
16,0.3954950897776053,0.021316446285559974,20,4.533866303416765e-07,4.502227963335375e-07,8682009.932742687,0.9047619047619048,0.0007,0.6666666666666666,1.0,0.01
17,0.27178881654196824,0.010570777699427079,20,2.468172854848798e-07,2.4225448967787445e-07,13103965.659591194,0.9523809523809523,0.0007,0.8,1.0,0.01
18,0.42780766670745707,0.01921720205204092,20,4.3690795319409125e-07,4.3286123909718625e-07,14006798.741220001,0.8571428571428571,0.0007,0.5384615384615384,1.0,0.01
19,0.23086081331437752,0.008844907550281061,20,6.859897434652682e-07,6.787963685084653e-07,7343306.16485662,0.9047619047619048,0.0007,0.7,0.875,0.01
