,Deviation,Error_L1_mean,Error_L2_mean,K,RMS_noisy_mean,RMS_true_mean,SNR,accuracy_mean,delta,lambda,precision_mean,recall_mean,thresh
29,2.5e-05,0.007216020537225119,1.817206693050721e-05,30,6.23594580007775e-10,2.513262331088176e-10,11373205.551164415,0.9984126984126984,1.1961283331399577,2.1544346900318822e-07,1.0,0.9910714285714286,0.01
30,2.5e-05,0.004708297056440412,4.604821925519696e-06,30,5.624336046617999e-10,1.8392362523184962e-10,11373205.551164415,0.9984126984126984,1.1961283331399577,4.641588833612773e-06,1.0,0.9910714285714286,0.01
31,2.5e-05,0.003656814185028493,6.694559521630813e-06,30,6.951178471081733e-10,2.6710735666780986e-10,11373205.551164415,0.9976190476190476,1.1961283331399577,0.0001,1.0,0.9844047619047619,0.01
32,2.5e-05,0.007271567257639351,1.820172140062911e-05,30,6.267701821115136e-10,2.5536763265219825e-10,11373205.551164415,0.9984126984126984,1.2271252398825852,1e-08,1.0,0.9910714285714286,0.01
33,2.5e-05,0.007218359820116447,1.817523739819776e-05,30,6.23617095904188e-10,2.5138399350446425e-10,11373205.551164415,0.9984126984126984,1.2271252398825852,2.1544346900318822e-07,1.0,0.9910714285714286,0.01
34,2.5e-05,0.005643521329194198,9.357705862599563e-06,30,5.8642283680116e-10,2.1156850621475527e-10,11373205.551164415,0.9984126984126984,1.2271252398825852,4.641588833612773e-06,1.0,0.9910714285714286,0.01
35,2.5e-05,0.0036956561730353836,6.6644153933028316e-06,30,6.984176481199461e-10,2.6698257191593064e-10,11373205.551164415,0.9976190476190476,1.2271252398825852,0.0001,1.0,0.9844047619047619,0.01
36,2.5e-05,0.0072715646477968755,1.8201745865509957e-05,30,6.267708702849272e-10,2.5536665078546055e-10,11373205.551164415,0.9984126984126984,1.2589254117941673,1e-08,1.0,0.9910714285714286,0.01
37,2.5e-05,0.0072205546046954895,1.817824229692171e-05,30,6.236409428393764e-10,2.5144786244582477e-10,11373205.551164415,0.9984126984126984,1.2589254117941673,2.1544346900318822e-07,1.0,0.9910714285714286,0.01
38,2.5e-05,0.004752508839381397,4.698704221880005e-06,30,5.619710203987273e-10,1.846588516164191e-10,11373205.551164415,0.9984126984126984,1.2589254117941673,4.641588833612773e-06,1.0,0.9910714285714286,0.01
39,2.5e-05,0.003641699840989406,6.489493633415477e-06,30,6.921851111731223e-10,2.6445459436194617e-10,11373205.551164415,0.9976190476190476,1.2589254117941673,0.0001,1.0,0.9844047619047619,0.01
