,Deviation,Error_L1_mean,Error_L2_mean,K,RMS_noisy_mean,RMS_true_mean,SNR,accuracy_mean,delta,lambda,precision_mean,recall_mean,thresh
14,2.5e-05,0.8075849210029054,0.09966793179322825,50,0.00014447684727806638,0.00014448149036908753,11044377.939022338,0.7438095238095238,1e-09,1.6681005372000592e-08,0.41957144484492054,0.8163333333333336,0.01
15,2.5e-05,16144.275436965832,524656635.01948327,50,441937.2214515002,441937.2219049335,11044377.939022338,0.7266666666666667,1e-09,5.99484250318941e-08,0.40569888042589597,0.8422142857142858,0.01
16,2.5e-05,0.9803332439056428,0.09754128804163074,50,1.5095045520053933e-05,1.5086644304450186e-05,11044377.939022338,0.654761904761905,1e-09,2.1544346900318867e-07,0.3283932973588569,0.8572142857142858,0.01
17,2.5e-05,1.1668634569013656,0.1572145404491523,50,0.0008045805193291082,0.00080459823796018,11044377.939022338,0.6114285714285715,1e-09,7.742636826811278e-07,0.2873809050572849,0.7875714285714287,0.01
18,2.5e-05,1.2145810201838012,0.14599665303481146,50,0.00014600868982569476,0.00014600602910023124,11044377.939022338,0.571904761904762,1e-09,2.782559402207126e-06,0.2703617550008685,0.813166666666667,0.01
19,2.5e-05,1.1721389966878877,0.12213799792527269,50,6.625562810247767e-05,6.625209574421025e-05,11044377.939022338,0.5752380952380954,1e-09,1e-05,0.27607461938188194,0.8435238095238099,0.01
20,2.5e-05,0.10840016824069369,0.004769977737491738,50,2.4469257523810173e-07,2.444459619721706e-07,11044377.939022338,0.9519047619047618,1e-08,1e-10,0.8534063436563437,0.9281190476190478,0.01
21,2.5e-05,0.17809400269038947,0.009219369708129328,50,6.603439813907058e-07,6.598596787785475e-07,11044377.939022338,0.9285714285714284,1e-08,3.593813663804626e-10,0.7755624375624375,0.9070952380952383,0.01
22,2.5e-05,0.26905888308192116,0.02264198215260955,50,2.2858213895029933e-06,2.283008963251235e-06,11044377.939022338,0.9066666666666664,1e-08,1.2915496650148826e-09,0.7169846264846264,0.8731666666666668,0.01
23,2.5e-05,0.41879261362360154,0.042272796568654035,50,2.565614635297042e-05,2.5661338090632903e-05,11044377.939022338,0.8752380952380951,1e-08,4.641588833612773e-09,0.6372384599404723,0.853404761904762,0.01
24,2.5e-05,0.4981504939227389,0.04813506622723818,50,9.274536065269482e-06,9.274668904775536e-06,11044377.939022338,0.8528571428571426,1e-08,1.6681005372000592e-08,0.5780857443695984,0.8528095238095237,0.01
25,2.5e-05,0.653617228163174,0.06567584022949234,50,1.3277631218960034e-05,1.3275476644541156e-05,11044377.939022338,0.7909523809523812,1e-08,5.99484250318941e-08,0.4746875835737527,0.8422142857142858,0.01
26,2.5e-05,145540.9420914297,77842487279.6816,50,20958890.985239558,20958890.985243365,11044377.939022338,0.7457142857142859,1e-08,2.1544346900318867e-07,0.41600707517855173,0.8353095238095238,0.01
27,2.5e-05,53.17749572695888,16567.41259801375,50,1.5613037329006412,1.561304815231592,11044377.939022338,0.6914285714285715,1e-08,7.742636826811278e-07,0.34785159284767714,0.7923333333333333,0.01
28,2.5e-05,1.1344601737431022,0.19016117584318296,50,0.0028995561645504425,0.0028995213752554235,11044377.939022338,0.6366666666666666,1e-08,2.782559402207126e-06,0.2714029003880263,0.7648333333333334,0.01
29,2.5e-05,1.192997164306547,0.13502324959071677,50,0.00010077600992322125,0.00010077755602047387,11044377.939022338,0.5938095238095238,1e-08,1e-05,0.2757520557357091,0.8088809523809526,0.01
30,2.5e-05,0.027721958711764562,0.0006138164165491514,50,1.1986255484455151e-08,1.1559596002505761e-08,11044377.939022338,0.987142857142857,1e-07,1e-10,0.960512987012987,0.9690952380952382,0.01
31,2.5e-05,0.05731337538363865,0.002240491348910057,50,6.148174830421255e-08,6.091829694537935e-08,11044377.939022338,0.9714285714285711,1e-07,3.593813663804626e-10,0.9097705627705628,0.9453333333333335,0.01
32,2.5e-05,0.102916216658882,0.0047126042167667664,50,3.229362188406039e-07,3.226441923038412e-07,11044377.939022338,0.9561904761904758,1e-07,1.2915496650148826e-09,0.8668686868686867,0.923761904761905,0.01
33,2.5e-05,0.21861001847869196,0.012843122464653007,50,7.110933877752114e-07,7.102868337583404e-07,11044377.939022338,0.9142857142857141,1e-07,4.641588833612773e-09,0.7448717263129027,0.9020952380952383,0.01
34,2.5e-05,0.2528134082986178,0.018606742504850848,50,2.2708427830531465e-06,2.268592436104023e-06,11044377.939022338,0.9109523809523807,1e-07,1.6681005372000592e-08,0.7239416270004505,0.8641190476190477,0.01
35,2.5e-05,0.39467021624973214,0.037450812597854884,50,8.480279396188394e-06,8.47934882293293e-06,11044377.939022338,0.8795238095238093,1e-07,5.99484250318941e-08,0.6399578868843573,0.8569761904761904,0.01
36,2.5e-05,0.4923191093322084,0.050849216645606286,50,1.1740878304614313e-05,1.1742688783133323e-05,11044377.939022338,0.8461904761904759,1e-07,2.1544346900318867e-07,0.5704218937924821,0.8463809523809523,0.01
37,2.5e-05,0.6644159176335102,0.07373768550948001,50,8.146545150095906e-05,8.14615515712165e-05,11044377.939022338,0.7952380952380951,1e-07,7.742636826811278e-07,0.46849704283616656,0.8406666666666667,0.01
38,2.5e-05,2494.8120273664094,22310411.854160037,50,13865.932178964951,13865.932162694779,11044377.939022338,0.7557142857142856,1e-07,2.782559402207126e-06,0.4096703632281032,0.8131666666666666,0.01
39,2.5e-05,0.976903383330805,0.10332659154588049,50,7.459734371451879e-05,7.459870254930257e-05,11044377.939022338,0.6752380952380955,1e-07,1e-05,0.34020002833548396,0.8210238095238096,0.01
40,2.5e-05,0.00575095844012738,1.7068376438158738e-05,50,7.69828347039108e-10,3.435551677253881e-10,11044377.939022338,0.999047619047619,1e-06,1e-10,1.0,0.9946428571428573,0.01
41,2.5e-05,0.0101196616045423,7.869879407389483e-05,50,2.093506480781169e-09,1.5943107301372956e-09,11044377.939022338,0.9961904761904762,1e-06,3.593813663804626e-10,0.9901984126984127,0.9881428571428572,0.01
42,2.5e-05,0.025758082116209835,0.0005363288587122186,50,1.0432079289816536e-08,1.003927963795365e-08,11044377.939022338,0.9876190476190475,1e-06,1.2915496650148826e-09,0.9621190476190477,0.9679523809523811,0.01
43,2.5e-05,0.06542994275924124,0.002699666329789421,50,1.358333858058674e-07,1.3524587191121944e-07,11044377.939022338,0.9704761904761903,1e-06,4.641588833612773e-09,0.9062020202020201,0.9428333333333335,0.01
44,2.5e-05,0.11525748603814866,0.005688059401087118,50,3.4968878984038877e-07,3.495296215048978e-07,11044377.939022338,0.9504761904761904,1e-06,1.6681005372000592e-08,0.8510807656395889,0.9191190476190478,0.01
45,2.5e-05,0.18764771286074144,0.01125978674657225,50,8.68297342497903e-07,8.675706737280952e-07,11044377.939022338,0.9233333333333331,1e-06,5.99484250318941e-08,0.7633433364021599,0.8988809523809527,0.01
46,2.5e-05,0.25798607645835103,0.019047692011785317,50,2.131658518091438e-06,2.1297304879393874e-06,11044377.939022338,0.906190476190476,1e-06,2.1544346900318867e-07,0.7115200632700632,0.8612619047619049,0.01
47,2.5e-05,0.4144411330833562,0.06445921351999,50,2.008665294889192e-05,2.008665836914219e-05,11044377.939022338,0.8838095238095237,1e-06,7.742636826811278e-07,0.6459390579320919,0.8526190476190476,0.01
48,2.5e-05,0.49708657339825607,0.04659345784627461,50,9.602390778904274e-06,9.60192752499388e-06,11044377.939022338,0.8423809523809522,1e-06,2.782559402207126e-06,0.5528887698129182,0.8516190476190477,0.01
49,2.5e-05,0.616057731621896,0.05795995938966267,50,1.0591309328144065e-05,1.0592593553317608e-05,11044377.939022338,0.7928571428571428,1e-06,1e-05,0.4769961150304803,0.8487619047619049,0.01
50,2.5e-05,0.006352615434513248,1.4579935159990322e-05,50,6.312627845515782e-10,2.438343692370938e-10,11044377.939022338,0.999047619047619,1e-05,1e-10,1.0,0.9946428571428573,0.01
51,2.5e-05,0.005631746596029445,1.3629613332881307e-05,50,6.781933903034287e-10,2.5917748139683893e-10,11044377.939022338,0.999047619047619,1e-05,3.593813663804626e-10,1.0,0.9946428571428573,0.01
52,2.5e-05,0.007750712793724713,3.4852503474025496e-05,50,9.698690872811479e-10,5.371290950347582e-10,11044377.939022338,0.999047619047619,1e-05,1.2915496650148826e-09,1.0,0.9946428571428573,0.01
53,2.5e-05,0.01205269188846767,0.0001377214202020541,50,2.2975595756979605e-09,1.775194945724976e-09,11044377.939022338,0.9966666666666666,1e-05,4.641588833612773e-09,0.9917857142857144,0.9881428571428572,0.01
54,2.5e-05,0.03555662028505701,0.0009734650521961731,50,1.4780639010738805e-08,1.4313156495946807e-08,11044377.939022338,0.9828571428571427,1e-05,1.6681005372000592e-08,0.9458492063492063,0.9622380952380953,0.01
55,2.5e-05,0.07450854966531453,0.0029708142638974373,50,1.742088784931501e-07,1.7348972241767838e-07,11044377.939022338,0.9652380952380949,1e-05,5.99484250318941e-08,0.8924163059163058,0.9324761904761907,0.01
56,2.5e-05,0.11513433627785685,0.005728861817505772,50,3.508088323890718e-07,3.50786319641691e-07,11044377.939022338,0.9476190476190474,1e-05,2.1544346900318867e-07,0.8438866819455053,0.9186428571428573,0.01
57,2.5e-05,0.1773172456282876,0.011843035165010226,50,1.1599324335566935e-06,1.1590252524427142e-06,11044377.939022338,0.9304761904761902,1e-05,7.742636826811278e-07,0.7894033874622111,0.897214285714286,0.01
58,2.5e-05,0.2970344460243808,0.026036565247829508,50,2.9143532829671017e-06,2.9132714362923092e-06,11044377.939022338,0.900952380952381,1e-05,2.782559402207126e-06,0.6992326401668507,0.8601904761904762,0.01
59,2.5e-05,0.3965904460741963,0.04004186915782885,50,1.1160593958690352e-05,1.1160215850711352e-05,11044377.939022338,0.8742857142857143,1e-05,1e-05,0.6325417710084893,0.8466190476190477,0.01
60,2.5e-05,0.007129102616073245,1.7791470251264584e-05,50,6.346379351827737e-10,2.53841857831921e-10,11044377.939022338,0.999047619047619,0.0001,1e-10,1.0,0.9946428571428573,0.01
61,2.5e-05,0.006201972592696102,1.1931885383012878e-05,50,6.054132362848437e-10,2.2407007984253588e-10,11044377.939022338,0.999047619047619,0.0001,3.593813663804626e-10,1.0,0.9946428571428573,0.01
62,2.5e-05,0.005492628679295959,1.0984186703602748e-05,50,6.277703359297427e-10,2.2316239809965664e-10,11044377.939022338,0.999047619047619,0.0001,1.2915496650148826e-09,1.0,0.9946428571428573,0.01
63,2.5e-05,0.0050327338662008204,1.0295219541884484e-05,50,6.993179383736972e-10,2.510397760720379e-10,11044377.939022338,0.999047619047619,0.0001,4.641588833612773e-09,1.0,0.9946428571428573,0.01
64,2.5e-05,0.005571227744307291,2.371062183369072e-05,50,9.987238152320984e-10,5.436975104589291e-10,11044377.939022338,0.999047619047619,0.0001,1.6681005372000592e-08,1.0,0.9946428571428573,0.01
65,2.5e-05,0.016186966735453053,0.000276481403365373,50,6.067862917319519e-09,5.64133657689205e-09,11044377.939022338,0.9923809523809525,0.0001,5.99484250318941e-08,0.9813095238095239,0.9791428571428571,0.01
66,2.5e-05,0.03374818100551087,0.0007996719118595926,50,2.456161395043529e-08,2.423269112622573e-08,11044377.939022338,0.9799999999999998,0.0001,2.1544346900318867e-07,0.9346082251082252,0.9572380952380952,0.01
67,2.5e-05,0.08486954127908077,0.003948909301602784,50,1.9512854126245893e-07,1.9490631229470246e-07,11044377.939022338,0.9614285714285713,0.0001,7.742636826811278e-07,0.8833647186147187,0.9292619047619048,0.01
68,2.5e-05,0.13675063004090846,0.0070442181503514514,50,4.618201915885331e-07,4.6111046996234133e-07,11044377.939022338,0.9385714285714285,0.0001,2.782559402207126e-06,0.8064339826839826,0.9099523809523813,0.01
69,2.5e-05,0.21221968033995528,0.014919600861044543,50,1.4910892613451495e-06,1.489608754739876e-06,11044377.939022338,0.9233333333333331,0.0001,1e-05,0.7562435342435343,0.877809523809524,0.01
70,2.5e-05,0.007014730311310977,1.7512629508468103e-05,50,6.287647672801415e-10,2.466318008597922e-10,11044377.939022338,0.999047619047619,0.001,1e-10,1.0,0.9946428571428573,0.01
71,2.5e-05,0.006758443069302133,1.615868893349157e-05,50,6.208645978948556e-10,2.395719751834873e-10,11044377.939022338,0.999047619047619,0.001,3.593813663804626e-10,1.0,0.9946428571428573,0.01
72,2.5e-05,0.005274842117514931,9.042633130458706e-06,50,5.8705404842021e-10,2.0082962338343747e-10,11044377.939022338,0.999047619047619,0.001,1.2915496650148826e-09,1.0,0.9946428571428573,0.01
73,2.5e-05,0.004120260348835635,5.343207641653034e-06,50,5.732334348047097e-10,1.7600527753526173e-10,11044377.939022338,0.999047619047619,0.001,4.641588833612773e-09,1.0,0.9946428571428573,0.01
74,2.5e-05,0.0023291633765852976,3.4139238062619435e-06,50,5.900366252441846e-10,1.3513264801266667e-10,11044377.939022338,0.999047619047619,0.001,1.6681005372000592e-08,1.0,0.9946428571428573,0.01
75,2.5e-05,0.002054275134544829,6.796156669203436e-06,50,6.800313068822942e-10,1.8990540901036685e-10,11044377.939022338,0.9995238095238095,0.001,5.99484250318941e-08,1.0,0.9975,0.01
76,2.5e-05,0.0036860737117511404,2.4621041064111205e-05,50,1.1658056973979985e-09,6.530661865927466e-10,11044377.939022338,0.999047619047619,0.001,2.1544346900318867e-07,1.0,0.9934999999999999,0.01
77,2.5e-05,0.021317260809579595,0.0005598002505899116,50,1.3180602180601398e-08,1.276717374082433e-08,11044377.939022338,0.9876190476190475,0.001,7.742636826811278e-07,0.9621796536796537,0.9690952380952382,0.01
78,2.5e-05,0.0468454860327921,0.0019529874269394723,50,5.733421538058139e-08,5.6903688618294384e-08,11044377.939022338,0.9757142857142855,0.001,2.782559402207126e-06,0.9235779220779222,0.9485476190476192,0.01
79,2.5e-05,0.09423527482420221,0.0047000505442506375,50,2.653685699020838e-07,2.651954135714125e-07,11044377.939022338,0.9590476190476187,0.001,1e-05,0.875323620823621,0.919904761904762,0.01
80,2.5e-05,0.007114408967125697,1.7759186603619195e-05,50,6.326227138013283e-10,2.4992443997374216e-10,11044377.939022338,0.999047619047619,0.01,1e-10,1.0,0.9946428571428573,0.01
81,2.5e-05,0.007063756813311194,1.771256462773245e-05,50,6.299840897709485e-10,2.4771061419958774e-10,11044377.939022338,0.999047619047619,0.01,3.593813663804626e-10,1.0,0.9946428571428573,0.01
82,2.5e-05,0.006915522345644131,1.727609065574317e-05,50,6.261368868030232e-10,2.4401741929584713e-10,11044377.939022338,0.999047619047619,0.01,1.2915496650148826e-09,1.0,0.9946428571428573,0.01
83,2.5e-05,0.0057162671024055135,9.674162469422365e-06,50,5.928997989407898e-10,2.1089351059223056e-10,11044377.939022338,0.999047619047619,0.01,4.641588833612773e-09,1.0,0.9946428571428573,0.01
84,2.5e-05,0.0047245704257621885,8.188873896791085e-06,50,5.793295218734071e-10,1.870971920229291e-10,11044377.939022338,0.999047619047619,0.01,1.6681005372000592e-08,1.0,0.9946428571428573,0.01
85,2.5e-05,0.003287499211558653,6.696317464245472e-06,50,5.8145068800065e-10,1.619438261805883e-10,11044377.939022338,0.999047619047619,0.01,5.99484250318941e-08,1.0,0.9946428571428573,0.01
86,2.5e-05,0.0014992603644676797,2.1611262061754204e-06,50,5.871079735915571e-10,1.1390648654316357e-10,11044377.939022338,1.0,0.01,2.1544346900318867e-07,1.0,1.0,0.01
87,2.5e-05,0.00197533383228458,6.371806094117356e-06,50,7.185870277900475e-10,2.2809353547196603e-10,11044377.939022338,0.9995238095238095,0.01,7.742636826811278e-07,1.0,0.9975,0.01
88,2.5e-05,0.007522373055748012,0.00017585224689000586,50,3.0127622002180185e-09,2.56184029905378e-09,11044377.939022338,0.9971428571428571,0.01,2.782559402207126e-06,0.995,0.9841428571428571,0.01
89,2.5e-05,0.0387274275459552,0.0019302149547712516,50,3.26942684301403e-08,3.254791980330363e-08,11044377.939022338,0.9833333333333332,0.01,1e-05,0.958404761904762,0.9432380952380953,0.01
90,2.5e-05,0.00717465108918248,1.7816759069409613e-05,50,6.348684714383675e-10,2.5274710639432527e-10,11044377.939022338,0.999047619047619,0.1,1e-10,1.0,0.9946428571428573,0.01
91,2.5e-05,0.007173688368330087,1.7816379526451343e-05,50,6.348425478258069e-10,2.5272253019886113e-10,11044377.939022338,0.999047619047619,0.1,3.593813663804626e-10,1.0,0.9946428571428573,0.01
92,2.5e-05,0.007117420851419725,1.776534982654176e-05,50,6.325557331266808e-10,2.500183567447441e-10,11044377.939022338,0.999047619047619,0.1,1.2915496650148826e-09,1.0,0.9946428571428573,0.01
93,2.5e-05,0.0070902398571221605,1.774206741165856e-05,50,6.302633372117295e-10,2.4817740278749166e-10,11044377.939022338,0.999047619047619,0.1,4.641588833612773e-09,1.0,0.9946428571428573,0.01
94,2.5e-05,0.0071498764842712476,1.776529853468941e-05,50,6.326399431832623e-10,2.521098922627242e-10,11044377.939022338,0.999047619047619,0.1,1.6681005372000592e-08,1.0,0.9946428571428573,0.01
95,2.5e-05,0.00644347096205839,1.4991855703182919e-05,50,6.21450543875166e-10,2.3781992796810223e-10,11044377.939022338,0.999047619047619,0.1,5.99484250318941e-08,1.0,0.9946428571428573,0.01
96,2.5e-05,0.004707851243253766,8.594880509401123e-06,50,5.822379681209535e-10,1.9031374758480404e-10,11044377.939022338,0.999047619047619,0.1,2.1544346900318867e-07,1.0,0.9946428571428573,0.01
97,2.5e-05,0.0025251329775240845,2.874163563959368e-06,50,5.594621169872247e-10,1.3176902257151386e-10,11044377.939022338,0.999047619047619,0.1,7.742636826811278e-07,1.0,0.9946428571428573,0.01
98,2.5e-05,0.0019464944227902804,2.4802923382715716e-06,50,6.0763829255353e-10,1.4195190940710919e-10,11044377.939022338,0.999047619047619,0.1,2.782559402207126e-06,1.0,0.9946428571428573,0.01
99,2.5e-05,0.0036623028086637545,1.2266701961159165e-05,50,9.574663945876167e-10,5.058168095550398e-10,11044377.939022338,0.9985714285714284,0.1,1e-05,1.0,0.9925,0.01
